ID;617;Product0;39.70212898488427
ID;997;Product1;97.02499487982593
ID;596;Product2;33.54720509468011
ID;887;Product3;92.4625895769517
ID;782;Product4;11.725399310403073
ID;918;Product5;23.998884086046203
ID;793;Product6;37.22435171099916
ID;829;Product7;89.2722269665579
ID;718;Product8;77.66659073664998
ID;476;Product9;4.06474424908968
ID;353;Product10;3.5789749637225032
ID;65;Product11;73.54617457130402
ID;78;Product12;35.1088118755124
ID;167;Product13;92.89713590564301
ID;928;Product14;61.79675675348897
ID;743;Product15;94.4006038773336
ID;628;Product16;28.65641266197967
ID;326;Product17;5.265027309521841
ID;481;Product18;73.25922890635893
ID;314;Product19;72.11010118023088
